Title,ISBN,Author,Condition,Publisher,Date Published,Format,Rating,Price,Link
"Opera Iosephi viri inter Iudeas doctissimi ac disertissimi, quae ad nostram aetatem pervenerunt, omnia nimirum : De antiquitatibus Iudaicis libri XX. Quibus in fine loco appendicis vita Iosephi per ipsum conscripta, est adiecta : De bello Iudaico Libri VII ex collatione Graecorum Codicum accuratè castigati : Contra Apionem Libri II ( )",N/A,JOSEPHE (Flavius),N/A,"Francfort, Sigismond Feyerabendt, 1580.",1580,N/A,3-star,"US$ 2,788.79",https://www.abebooks.com/servlet/BookDetailsPL?bi=3537339660&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title2
Nouveau dictionnaire de l?Académie françoise Dedié av roy .,N/A,N/A,Good,"A Paris: Chez Jean-Baptiste Coignard, 1718.",1718,Hardcover,5-star,"US$ 3,000.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=1138422327&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title3
"Colección de cédulas, cartas-patentes, provisiones, reales ordenes y otros documentos concernientes á las Provincias Vascongadas, copiados de orden de S.M. de los registros, minutas y escrituras existentes en el Real Archivo de Simancas, y en los de las secretarias de estado y del despacho y otras oficinas de la corte. [Compilada por Don Tomás Gonzalez, presbitero, del gremio y claustro de la Real Universidad de Salamanca,.]. Tomo I [-VI].",N/A,País Vasco. Legislación (1219-1825),Excelente,Madrid: En la Imprenta Real,1829,Hardcover,5-star,"US$ 3,075.38",https://www.abebooks.com/servlet/BookDetailsPL?bi=18698710436&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title4
"The biographical magazine; or, complete historical library. A work replete with instruction and entertainment, and accompanied with such embellishments as have not hitherto appeared in any publication of Europe. By a Society of Gentlemen .",N/A,N/A,Good,"London: printed for F. Newbery, 1776.",1776,Hardcover,5-star,"US$ 3,500.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=22656887038&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title5
"The Bible. That is, the holy Scriptures contained in the Olde and New Testament. Translated according to the Ebrew and Greeke, and conferred with the best translations in divers Languages. With most profitable annotations",N/A,Geneva Bible,Very,"Robert Barker, London",1610,Hardcover,5-star,"US$ 3,850.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=31330919624&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title6
"The Bible, that is the Holy Scriptures contained in the Old and New Testament.",N/A,[Geneva Bible],Very,"ROBERT BARKER, LONDON",1612,Hardcover,5-star,"US$ 4,000.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=31273805912&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title7
"Biblia, das ist die ganze gottliche heilige Schrift, alten and neuen Testaments nach der Deutschen Uebersetzung D. Martin Luthers",N/A,[Bible in German],Very,"Christopher Saur, Germantown",1776,Hardcover,5-star,"US$ 4,500.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=31001944834&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title8
"La Sepmaine, ou Cretaion du Monde (.) Divisee en considerations, & illustree des Commentaires de Pantaleon Thevenin Lorrain : Esquels avec l'artifice, Thetorique, & Dialectique François sont bien amplement deduites toutes les parties de la Philosophie.",N/A,DU BARTAS (Guillaume de salluste),N/A,"Paris, Jérôme de Marnef et veuve de Guillaume Cavellat, 1585.",1585,N/A,3-star,"US$ 4,607.56",https://www.abebooks.com/servlet/BookDetailsPL?bi=22636754426&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title9
"COLLECTIO NOVA PATRUM ET SCRIPTORUM GRAECORUM, Eusebii Caesariensis, Athanasii, & Cosmae Aegyptii. TOMUS PRIMUS: Eusebii Pamphili Caesariensis Episcopi commentarii in Psalmos. Haec nunc primum ex Manuscriptis Codicibus Graecis Italicis Gallicanisque eruit, Latine vertit, Notis & Praefactionibus illustravit D. Bernardus de Montfaucon",N/A,"MONTFAUCON, Bernardus de",Good,"Claudius Rigaud, Paris",1707,Hardcover,5-star,"US$ 5,208.31",https://www.abebooks.com/servlet/BookDetailsPL?bi=17953024599&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title10
"The Bible: That is, the Holy Scriptures contained in the Old and New Testament.",N/A,[Geneva Bible],Very,Robert Barker,1616,Hardcover,5-star,"US$ 6,500.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=31707880755&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title11
"Orbis maritimi, sive, Rerum in mari et littoribus : gestarum generalis historia : in qva inuentiones nauium, earundem partes, armamenta : Instructiones classium, nauigationes, proelia maritima . Opus vnicâ centuriâ contentum, quae in duos libros diuisa & partita est : Primvs : Res in mari, aut circa mare gestas continet, ab initio nauigationum ad Constantini Magni obitum, cum descriptione littorum antiquis cosmographis cognitorum : Secvndvs : A Constantino Magno ad hanc vsque diem res pelago, & in oris gestas complectitur, cum descriptione littorum antiquis incognitorum. Authore Claudio Bartholomæo Morisoto.",N/A,"Morisot, Claude-Barthélemy",N/A,"apud Petrvm Palliot, Divione",1643,Hardcover,4-star,"US$ 6,613.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=31552654389&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title12
"The Bible: That is, the Holy Scriptures conteined in the Olde and Newe Testament.",N/A,[Geneva Bible],Very,"Christopher Barkar (sic), London",1577,Hardcover,5-star,"US$ 7,500.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=31836101352&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title13
Historia plantarum universalis,N/A,"BAUHIN, Jean || CHERLER, Jean-Henri",Très,Yverdon,1650,Hardcover,5-star,"US$ 7,716.01",https://www.abebooks.com/servlet/BookDetailsPL?bi=31789440589&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title14
"Circulus Pisanus. De veteri et peripatetica philosophia in Aristotelis libros octo Physicorum. Quatuor de coelo. Duos de ortu and interitu. Quatuor de meteoris, and tres de anima. Opus in hac secunda editione auctius and retractatius",N/A,"Bérigard, Claude Guillermet de (ca. 1590-1663)",N/A,Padua Paolo Frambotto 1660 - 1661,1661,Hardcover,4-star,"US$ 7,800.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=30115172914&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title15
Historia plantarum universalis. 3 Bände.,N/A,"Bauhin, Jean und Jean-Henri Cherler.",N/A,Yverdon -51,1650,N/A,5-star,"US$ 7,881.36",https://www.abebooks.com/servlet/BookDetailsPL?bi=31431660334&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title16
"The New Testament of Jesus Christ Faithfully Translated Into English, Out of the authentical Latin, diligently conferred With the Greek, & other Editions in divers languages by the English college then resident in Rhemes, 1633 [together with] The Holy Bible Faithfully Translated Out of the authentical Latin, diligently conferred with the Hebrew, Greek, & other Editions in divers languages by the English College of Doway, 1635.",N/A,[Douay-Rheims Bible],Very,John Cousturier. Rouen,1635,Hardcover,5-star,"US$ 8,000.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=31442509719&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title17
Patmut'iwn Hayots: i skzbane ashkharhi minch'ew ts'am tearn 1784: est awandeloy ayleayl matenagrats'.,N/A,"Camcean, Mik'ayel. [Zamch'ean, Mik'ayel].",Good,"I Venetik : I Tparani Petrosi Vaghvaziants', 1784-1786.",1786,Hardcover,5-star,"US$ 8,900.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=12390737221&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title18
"The Holy Bible, conteyning the Olde Testament and the New",N/A,[Bishops' Bible],Very,"Deputies of Christopher Barker, London",1591,Hardcover,5-star,"US$ 10,000.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=31297428464&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title19
"ANDREAE VESALII // Invictissimi Caroli V. Imperatoris Medici // OPERA OMNIA // ANATOMICA // & // CHIRURGICA // Cura // HERMANNI BOERHAAVE // Medicinae, Botanices, Collegii Practici, et Chemiae in Academia // Lugduno ? Batava Professoris, // BERNHARDI SIEGFRIED ALBINI // Anatomes et Chirurgiae in eadem Academia // Professoris. // TOMUS . // [ engraved device (fidelissimi magistri mortui] by J. Wandelaar] // LUGDUNI BATAVORUM, // Apud {JOANNEM DU VIVIE, // ET // JOAN. & HERM. VERBEEK.} Bibliop. // MDCCXXV.",N/A,"Vesalius, Andreas (1514-1564); Boerhaave, Hermann (1668-1738), editor; Albinus, Bernhard Siegfried (1697-1770):",N/A,"Johannes du Vivie, Johannes and Herman Verbeek, c.1725., Leyden",1725,Hardcover,3-star,"US$ 11,500.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=31056424675&searchurl=pt%3Dbook%26ds%3D20%26spo%3D180%26sortby%3D17%26kn%3Daaaaa%26p%3D10%26sp%3D1&cm_sp=snippet-_-srp10-_-title20
"Armorial Binding] [Quakers] The Holy Bible, Containing the Old and New Testaments: Newly Translated out of the Original Tongues; And with the former Translations Diligently Compared and Revised",N/A,[King James Bible],Good,"James Watson, Edinburgh",1722,Hardcover,5-star,"US$ 15,000.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=31704887312&searchurl=pt%3Dbook%26ds%3D20%26spo%3D200%26sortby%3D17%26kn%3Daaaaa%26p%3D11%26sp%3D1&cm_sp=snippet-_-srp11-_-title1
"The Holy Bible: containing the Old Testament, and the New. Newly translated out of the originall Tongues: And with the former Translations diligently compared and revised, by his Majesties Speciall commandement.",N/A,King James Bible,Near,"Robert Barker, London",1640,Hardcover,5-star,"US$ 18,000.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=31425873201&searchurl=pt%3Dbook%26ds%3D20%26spo%3D200%26sortby%3D17%26kn%3Daaaaa%26p%3D11%26sp%3D1&cm_sp=snippet-_-srp11-_-title2
"The Holy Bible: containing the Old Testament, and the New. Newly translated out of the originall Tongues: And with the former Translations diligently compared and revised, by his Majesties Speciall commandement.",N/A,[King James Bible],Very,"Robert Barker, London",1634,Hardcover,5-star,"US$ 20,000.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=31210640361&searchurl=pt%3Dbook%26ds%3D20%26spo%3D200%26sortby%3D17%26kn%3Daaaaa%26p%3D11%26sp%3D1&cm_sp=snippet-_-srp11-_-title3
"Commentarii in sex libros Pedacii Dioscoridis Anazarbei de Medica materia. Adiectis magnis, ac nouis plantarum, ac animalium Iconibus, supra priores editiones longe pluribus, ad uiuum delineatis.",N/A,"Mattioli, Pietro Andrea (1501-1578)",N/A,Venice Vincenzo Valgrisi 1565,1565,Hardcover,4-star,"US$ 48,000.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=30115173591&searchurl=pt%3Dbook%26ds%3D20%26spo%3D200%26sortby%3D17%26kn%3Daaaaa%26p%3D11%26sp%3D1&cm_sp=snippet-_-srp11-_-title4
"The Great He Bible] The Holy Bible, Conteyning the Old Testament and the New. Newly Translated Out of the Originall Tongues: And with the former translations diligently compared and revised, by his Maiesties Speciall Comandement",N/A,[King James Bible],Very,"Robert Barker, London",1611,Hardcover,5-star,"US$ 150,000.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=31796768618&searchurl=pt%3Dbook%26ds%3D20%26spo%3D200%26sortby%3D17%26kn%3Daaaaa%26p%3D11%26sp%3D1&cm_sp=snippet-_-srp11-_-title5
